qid,sitelinks,familiarity
Q3064901,8,4
Q3065012,5,2
Q306535,42,0
Q3066528,6,3
Q3066554,6,5
Q30689530,5,2
Q30694440,4,2
Q3070717,19,1
Q3071851,10,2
Q30727522,8,5
Q3072878,8,2
Q30748411,35,0
Q3075039,10,3
Q3075489,37,3
Q3075696,10,4
Q3076002,8,2
Q3076099,5,2
Q3076107,9,2
Q3077158,6,3
Q3077160,6,3
Q3078009,7,1
Q3078303,12,3
Q3078508,11,1
Q3079780,14,5
Q3081395,5,3
Q3082361,10,4
Q3082575,16,4
Q3082673,10,1
Q308279,8,4
Q3082875,14,4
Q3082977,7,4
Q3083143,11,0
Q308345,18,4
Q308714,46,0
Q308720,43,5
Q3087840,13,0
Q3088670,9,5
Q308874,34,2
Q308891,40,0
Q3089054,10,3
Q308928,39,4
Q3090480,16,5
Q30904984,4,1
Q3090631,16,3
Q30920268,2,1
Q30923306,3,2
Q3092987,14,4
Q309388,55,5
Q309458,51,5
Q3097145,10,3
Q30999,9,3
Q3104294,7,3
Q3106882,16,3
Q3109253,12,2
Q311,71,4
Q3111454,32,0
Q3113484,14,2
Q3115421,5,3
Q3115759,19,3
Q3116137,4,3
Q3120143,8,4
Q3120654,41,0
Q3120855,17,5
Q3121408,9,4
Q3122412,8,5
Q3124270,10,5
Q312436,12,5
Q312485,31,1
Q3125013,8,5
Q312576,37,4
Q3126884,1,0
Q3128016,10,2
Q3128858,6,4
Q313186,30,4
Q313189,38,4
Q3133228,8,5
Q313422,43,0
Q3136592,20,0
Q3136772,16,3
Q313746,27,4
Q3138439,10,0
Q3140964,6,4
Q3142437,13,2
Q3145237,6,1
Q3146786,7,5
Q31509,6,3
Q3151381,7,2
Q3151868,4,1
Q3152162,5,3
Q3152226,8,3
Q3152313,5,2
Q3153055,5,3
Q315644,26,4
Q315694,28,3
Q31573738,5,1
Q315883,8,1
Q3162287,3,3
Q31670,37,3
Q316893,24,5
Q317027,28,3
Q317034,46,5
Q317056,31,4
Q317091,37,3
Q317094,25,3
Q3172573,6,5
Q317364,25,2
Q31752,19,3
Q317701,14,3
Q3177231,9,3
Q3178446,10,3
Q3178783,16,0
Q3179287,10,5
Q318043,44,2
Q3181026,14,2
Q318115,29,3
Q3181502,6,2
Q318194,31,1
Q3186873,8,3
Q31892412,10,0
Q319233,41,0
Q319239,52,4
Q3192986,32,1
Q3194232,16,5
Q3194854,15,3
Q3195260,8,4
Q31965926,13,0
Q320459,20,3
Q3207485,12,5
Q3210038,9,4
Q3210501,10,5
Q321621,44,5
Q3232931,15,2
Q3234430,16,5
Q3234439,20,5
Q3234475,17,5
Q3234658,16,5
Q3234973,14,3
Q3236019,16,1
Q3236763,23,5
Q3236813,9,5
Q323767,48,5
Q3238227,7,2
Q3242297,28,2
Q3244528,11,3
Q3249777,15,5
Q3250480,7,2
Q3250992,16,1
Q3257879,4,1
Q326220,26,1
Q326528,36,5
Q32653910,26,4
Q32659772,27,3
Q32660126,23,2
Q3267873,9,4
Q3267888,12,3
Q3268183,12,5
Q3268537,16,5
Q3268981,3,2
Q3269665,9,2
Q3269725,13,3
Q3270129,15,5
Q3270367,10,3
Q3270373,19,3
Q3270707,10,4
Q3271716,20,1
Q3272113,15,5
Q3272258,15,5
Q3272270,14,3
Q3272290,14,4
Q3272318,14,5
Q3272333,15,4
Q3272337,14,4
Q3272345,14,4
Q3272355,16,5
Q3272360,14,4
Q3272369,14,4
Q3272800,8,1
Q3273362,10,2
Q3276565,8,5
Q3277165,14,1
Q3277167,10,0
Q327940,43,4
Q3279784,9,3
Q3279792,3,3
Q328015,62,3
Q328121,42,1
Q32822,6,4
Q3284177,24,0
Q3284547,20,1
Q328505,42,3
Q328672,35,3
Q3287760,7,3
Q3288223,15,3
Q3288549,8,1
Q3289837,8,5
Q3289863,9,4
Q32926,49,5
Q3294506,8,5
Q329464,42,1
Q3294832,5,5
Q3295046,7,4
Q3296100,8,4
Q329618,61,0
Q3296615,7,2
Q3297341,6,1
Q32979361,45,3
Q329852,53,5
Q3299279,10,1
Q3299452,23,3
Q329948,51,4
Q330026,22,0
Q33003,53,5
Q330033,34,4
Q3301776,7,4
Q3302708,10,4
Q330362,54,0
Q3303729,12,4
Q330375,39,4
Q3303790,13,3
Q3304620,7,3
Q3305530,13,3
Q330564,47,3
Q3306197,13,1
Q3306386,6,1
Q3306889,18,1
Q3306947,14,3
Q330735,33,0
Q3307633,8,0
Q33121951,1,2
Q3312459,12,3
Q3312712,11,4
Q331355,13,2
Q3315247,6,2
Q3315383,4,2
Q331613,43,4
Q3317050,17,4
Q3317707,9,3
Q3319986,9,4
Q3320442,18,5
Q3321632,16,3
Q3321801,9,3
Q3321959,12,1
Q3322124,8,2
Q3322721,6,4
Q3324268,4,4
Q332474,47,5
Q3324857,11,3
Q332560,14,1
Q3329095,5,2
Q3329100,14,5
Q3329122,11,3
Q3329291,7,2
Q3329577,6,4
Q3329633,1,3
Q3329655,6,2
Q3329876,14,4
Q3329934,1,2
Q3330306,2,1
Q3330551,7,3
Q3330582,2,2
Q333101,45,4
Q3331013,6,1
Q333305,26,2
Q3333190,5,5
Q3339834,7,2
Q334,333,2
Q334029,38,1
Q334186,38,5
Q3342640,7,3
Q3343204,7,3
Q3344913,8,1
Q3345408,8,0
Q3345459,20,0
Q3346421,10,0
Q334714,45,1
Q3347181,14,3
Q3347879,2,4
Q3347903,31,0
Q3348350,7,0
Q3348434,12,3
Q3350154,31,0
Q3351467,6,5
Q3351817,8,4
Q3351820,18,0
Q3352530,9,1
Q3352644,11,2
Q335277,45,5
Q3352829,13,2
Q3354065,9,3
Q3355305,17,5
Q335612,14,3
Q335677,14,3
Q3356870,7,3
Q3356873,7,3
Q3356881,7,3
Q3356897,7,3
Q3356901,7,3
Q3356904,7,3
Q3356912,8,3
Q3356920,7,4
Q3356924,7,3
Q3356929,7,3
Q3356938,7,3
Q3356943,7,3
Q3356947,9,5
Q3356960,8,3
Q3356965,7,3
Q3356972,7,3
Q3356980,7,4
Q3356984,8,3
Q3356995,7,3
Q3357000,7,3
Q3357008,8,4
Q3357017,8,3
Q3357024,7,3
Q3357029,7,3
Q3357035,7,5
Q3357042,7,4
Q3357360,14,4
Q335827,37,1
Q3358350,6,4
Q335891,14,5
Q335894,22,4
Q3359393,8,2
Q3360886,5,3
Q3361008,7,5
Q3362299,8,1
Q336241,39,0
Q336246,40,5
Q336327,2,1
Q3363897,8,4
Q3364809,9,4
Q336488,53,0
Q3364889,9,3
Q3365482,7,4
Q3366223,9,4
Q3366731,7,4
Q3367868,38,3
Q3369762,8,1
Q337267,14,2
Q33729,18,1
Q3373691,16,0
Q337480,38,1
Q337522,16,4
Q337531,40,2
Q3375717,9,4
Q3375964,8,3
Q3375972,8,2
Q3376646,7,3
Q3376660,7,4
Q3376971,5,4
Q3377006,7,3
Q3377015,7,4
Q3378304,5,2
Q3378353,8,1
Q3378551,9,2
Q3379327,4,5
Q3379336,4,5
Q338137,34,4
Q338472,23,3
Q338665,42,5
Q338861,13,4
Q3389927,13,3
Q3390457,5,5
Q339055,15,4
Q339152,42,0
Q3391585,9,1
Q339297,39,1
Q33935,191,5
Q339420,12,3
Q3394637,12,2
Q3394698,5,2
Q3396527,8,3
Q3398575,8,1
Q3398897,10,1
Q3399361,14,4
Q340013,35,2
Q3402106,7,2
Q3407649,21,5
Q3408334,3,0
Q3408888,10,3
Q3410623,17,1
Q3412514,18,3
Q3414031,6,4
Q3417185,9,2
Q342451,35,3
Q3424549,8,4
Q3428442,10,3
Q3428616,9,4
Q3429486,7,2
Q3429492,8,4
Q3430327,8,1
Q3431067,7,3
Q3431073,7,4
Q3431087,9,3
Q3431125,7,3
Q3431142,7,4
Q3431282,10,0
Q3431323,8,3
Q3432326,9,3
Q3432545,8,2
Q3432994,8,2
Q3433389,12,4
Q3436369,8,3
Q3437098,8,2
Q3439887,12,2
Q3441954,8,3
Q3444680,7,2
Q344481,26,3
Q3445703,5,2
Q34501315,1,3
Q3454149,14,4
Q34562284,5,4
Q3456566,4,2
Q34567067,3,3
Q3460075,8,0
Q3466525,16,4
Q347125,35,0
Q3471438,5,4
Q3471445,6,2
Q347791,11,3
Q347796,11,4
Q3478361,9,0
Q347988,13,4
Q347996,15,3
Q3481830,5,2
Q3483303,7,1
Q3486922,6,2
Q34877818,1,2
Q34905382,1,3
Q3492264,5,2
Q3493067,9,4
Q3493608,6,1
Q3495353,7,3
Q3495438,14,2
Q3495581,9,4
Q3495868,7,1
Q3496072,1,0
Q3496201,8,3
Q3496736,5,1
Q3497036,9,5
Q349875,12,0
Q3498789,6,1
Q3498798,5,5
Q3498806,9,2
Q3499076,7,1
Q3499097,7,1
Q3499490,10,2
Q3501058,7,3
Q3501475,16,4
Q3503129,6,0
Q3504674,15,2
Q3504718,11,4
Q3507999,5,1
Q3508008,10,3
Q3508047,10,2
Q3511631,17,5
Q3514747,4,1
Q3519967,8,1
Q3520319,7,0
Q3520892,15,5
Q3521274,14,2
Q3521325,12,4
Q3521474,14,3
Q3521656,6,3
Q3521690,7,3
Q35224,144,0
Q3524122,11,3
Q3524382,10,4
Q3524567,9,4
Q3524618,11,3
Q3527553,6,3
Q3530387,8,1
Q3531685,7,2
Q3531692,8,2
Q3531700,8,4
Q3531770,10,3
Q35326192,1,2
Q3533196,5,2
Q3535259,9,3
Q3536077,12,4
Q3536328,15,4
Q3537117,8,4
Q3537427,7,3
Q3537438,8,2
Q3539511,6,4
Q3539796,12,5
Q3545653,8,1
Q3546888,15,3
Q3551335,6,4
Q3551375,24,2
Q3551675,6,3
Q3551685,6,3
Q3554425,7,3
Q355486,14,1
Q3554861,12,3
Q3556461,11,4
Q3557159,11,1
Q3560693,17,5
Q3562475,7,3
Q3562508,7,5
Q3562954,6,2
Q3564675,6,1
Q3566055,9,3
Q3566668,17,3
Q3569732,9,4
Q3569760,7,3
Q3569782,11,1
Q3571337,20,4
Q3574792,8,3
Q3577853,15,2
Q3578116,3,1
Q3578437,3,2
Q3578449,32,1
Q3580820,13,4
Q3583510,8,2
Q3585929,8,3
Q358834,35,1
Q3590079,18,3
Q3591854,7,0
Q359256,32,3
Q3592743,18,0
Q35934,157,0
Q3595320,13,4
Q3595637,17,5
Q3595640,9,3
Q3595641,8,5
Q3595808,15,1
Q3595827,10,1
Q360572,12,2
Q36126598,3,2
Q3612848,5,3
Q36176312,2,3
Q3621720,18,0
Q3621901,8,2
Q3624335,42,0
Q3624755,5,3
Q3625456,12,0
Q3628284,9,0
Q3628287,9,0
Q3628288,8,0
Q3628290,10,0
Q3628294,8,0
Q3628298,8,0
Q3628302,9,0
Q3628304,8,0
Q3628306,8,0
Q3628309,8,0
Q3628312,9,0
Q3630462,15,4
Q3630533,6,2
Q3630755,8,3
Q3630951,4,4
Q3632268,16,5
Q3632416,6,4
Q3632559,16,5
Q3633096,5,3
Q3633132,11,4
Q3633322,7,3
Q3633944,4,0
Q3634413,10,5
Q3634456,5,5
Q3634490,6,4
Q3634629,10,1
Q3635051,8,4
Q3635068,10,4
Q3635137,7,4
Q3635986,7,3
Q363830,27,4
Q3639727,10,2
Q3640108,5,2
Q3640796,4,3
Q3640797,5,2
Q3643567,7,3
Q3645376,6,3
Q3645406,5,3
Q3646335,17,3
Q3647287,4,2
Q3647931,7,4
Q3649077,10,1
Q3654082,12,0
Q3654083,12,0
Q3654706,15,4
Q3654763,10,2
Q3655075,7,1
Q3659885,3,2
Q3660983,6,4
Q3661126,4,4
Q3667528,10,3
Q367123,31,0
Q3672576,6,4
Q367395,42,5
Q367402,21,5
Q367503,9,4
Q3675991,7,4
Q3676061,14,4
Q36833,40,5
Q368537,24,2
Q368655,14,1
Q368875,8,3
Q3695713,7,1
Q3700280,12,5
Q370030,32,1
Q37033,70,1
Q370706,30,0
Q3708916,15,1
Q371138,16,3
Q371585,20,3
Q3715916,7,3
Q371908,47,5
Q3719374,7,1
Q3719915,8,2
Q3720047,8,2
Q372111,50,3
Q372376,31,4
Q372529,11,2
Q372676,21,3
Q372717,36,4
Q372779,9,3
Q3727894,5,1
Q3731149,6,1
Q3733343,6,5
Q3736876,6,3
Q3736887,6,3
Q3736904,6,4
Q374170,14,3
Q374336,32,3
Q374398,11,3
Q374956,27,0
Q375129,21,1
Q3751504,9,2
Q375154,16,3
Q3752621,6,3
Q3752834,9,1
Q3752968,6,5
Q3753005,7,5
Q3754045,5,0
Q37548,35,4
Q3755,23,2
Q3756,22,2
Q375606,30,2
Q3756202,9,3
Q375624,30,4
Q3756285,8,1
Q3756298,10,1
Q3757721,13,3
Q376154,27,0
Q376192,12,4
Q376202,32,0
Q376308,8,3
Q376589,21,4
Q377066,48,4
Q377070,25,5
Q3775604,21,3
Q3776989,6,3
Q377919,12,3
Q3781561,8,0
Q3783572,16,4
Q3783595,13,3
Q378372,27,2
Q378852,21,0
Q3790093,6,3
Q3790556,6,3
Q3800774,10,1
Q3805604,5,2
Q380568,10,1
Q3810086,15,1
Q3815307,5,2
Q3815442,11,2
Q3818592,10,1
Q382006,11,2
Q3822734,9,4
Q38251546,6,0
Q382593,49,0
Q38278429,40,0
Q384032,14,3
Q3842780,10,1
Q384813,43,5
Q384837,5,3
Q3848549,3,0
Q385168,20,1
Q385245,19,1
Q385938,17,5
Q3861276,8,2
Q386246,38,5
Q386482,21,3
Q386492,8,0
Q386570,15,2
Q3866549,6,5
Q3867848,10,1
Q3867896,12,1
Q3867927,11,2
Q3868354,10,3
Q387456,6,3
Q387667,18,3
Q387982,15,1
Q388195,19,2
Q388345,13,3
Q388460,8,4
Q388689,8,0
Q388743,14,4
Q3888740,10,3
Q3889354,10,3
Q38922434,5,1
Q389336,28,2
Q38956584,15,3
Q389608,16,5
Q389687,9,4
Q3897224,12,1
Q390018,61,1
Q390131,7,5
Q390209,24,0
Q390243,42,5
Q3902450,11,5
Q390287,47,5
Q390418,45,5
Q39045671,5,2
Q3905124,13,1
Q39056278,9,3
Q39058608,6,0
Q39059675,4,0
Q390638,13,3
Q39069592,39,5
Q39075651,7,0
Q3907789,13,1
Q39080065,40,0
Q39080746,39,0
Q39080750,35,1
Q39080753,33,0
Q39080756,37,0
Q39080770,39,0
Q39080777,36,1
Q39086323,1,1
Q3910087,14,0
Q391083,42,3
Q391243,34,3
Q3913249,12,2
Q3915784,13,4
Q391620,45,0
Q3918419,8,3
Q392057,16,4
Q392110,44,1
Q392564,47,4
Q392904,36,4
Q3936163,9,3
Q393693,22,3
Q3941792,5,3
Q394211,11,1
Q3943097,4,2
Q3947983,11,4
Q395182,29,0
Q395367,34,5
Q3967568,4,3
Q3968677,9,4
Q3995195,11,3
Q3995199,5,2
Q3995200,14,3
Q3997334,10,4
Q3997687,6,3
Q4005879,4,3
Q4010087,6,2
Q401123,22,1
Q40129,39,5
Q40176,52,0
Q4019090,6,3
Q4020213,7,2
Q4022264,18,2
Q4022275,9,2
Q4024698,13,1
Q4027126,8,2
Q4027420,4,4
Q403168,20,1
Q403322,11,2
Q4035576,7,3
Q403671,50,5
Q4043155,6,2
Q404416,19,2
Q40478,59,1
Q4049033,8,2
Q4058307,9,3
Q4068854,4,3
Q4069171,6,4
Q406972,40,4
Q4071168,41,4
Q408847,41,5
Q4109563,9,5
Q4110406,6,0
Q4115664,9,1
Q4120183,5,2
Q412019,20,3
Q4120540,9,3
Q41225,88,5
Q412826,52,0
Q4130078,5,3
Q41304,114,0
Q413311,17,3
Q4138314,7,3
Q414014,14,3
Q414110,25,2
Q414219,38,3
Q414403,25,5
Q4147064,11,3
Q41497113,41,5
Q415066,11,2
Q4154095,12,3
Q41550,105,2
Q415598,30,2
Q4159791,9,4
Q416131,26,4
Q4162688,5,1
Q4163495,6,3
Q4163500,6,3
Q41636291,2,2
Q41650552,9,3
Q41650707,6,1
Q4165221,8,3
Q4176307,15,3
Q417645,17,5
Q4176816,13,2
Q41794244,1,4
Q418096,60,5
Q41983,64,3
Q4199142,11,3
Q4201688,27,5
Q4204344,9,0
Q420476,12,1
Q420494,34,2
Q4207344,9,5
Q420856,4,4
Q420867,5,4
Q4209989,7,4
Q421084,37,5
Q4211494,7,4
Q4211559,11,2
Q4216846,25,3
Q4217206,14,3
Q421739,20,2
Q42182,95,5
Q4229113,10,4
Q4229116,13,3
Q423043,9,4
Q42311591,15,4
Q42322834,16,0
Q42413938,11,3
Q4241644,6,3
Q4241859,6,4
Q4250563,10,3
Q4251125,5,4
Q4251268,6,2
Q4251481,11,5
Q425754,22,5
Q4261649,9,2
Q4263244,6,3
Q4263361,10,3
Q426609,12,4
Q4266901,12,1
Q426957,6,1
Q427016,28,5
Q427116,6,3
Q427163,34,5
Q4271952,17,0
Q4272608,10,4
Q427273,9,0
Q427318,16,1
Q427543,12,1
Q427582,20,2
Q42791158,2,0
Q42792530,1,2
Q4283940,8,4
Q428457,28,1
Q42847052,3,3
Q42847072,3,3
Q42847089,3,2
Q42847373,3,3
Q42847741,3,3
Q42847754,3,3
Q42849962,5,3
Q42850047,4,4
Q42850258,3,3
Q42850567,3,2
Q42850591,3,3
Q42850786,3,3
Q42850808,3,2
Q42850830,3,2
Q42850922,3,2
Q42851113,4,5
Q428811,28,5
Q428952,32,1
Q42898085,4,5
Q428990,16,5
Q429304,34,5
Q429329,28,0
Q4294312,9,2
Q4294331,5,1
Q4294372,8,1
Q4294414,5,2
Q4294433,11,1
Q4294482,4,2
Q4294544,4,2
Q4294590,11,1
Q4294596,7,2
Q4294620,4,1
Q4294850,4,1
Q429687,43,4
Q430125,15,4
Q430309,28,0
Q430349,16,4
Q4306389,4,2
Q430682,35,2
Q430877,24,0
Q431458,18,5
Q4314843,7,2
Q431813,8,1
Q43192500,4,0
Q432105,44,5
Q432290,32,5
Q432422,16,4
Q432494,14,3
Q43250,97,1
Q432607,15,0
Q4327251,7,0
Q43287,129,1
Q43305302,11,1
Q434166,12,0
Q4346239,15,2
Q4346584,5,2
Q4346882,15,2
Q4347013,12,2
Q4353553,12,4
Q4354699,9,1
Q4355011,8,0
Q4373718,20,0
Q4381563,11,2
Q4382447,7,1
Q4383725,12,4
Q4384803,11,2
Q4389461,10,3
Q4389637,10,3
Q4389652,11,2
Q4389689,11,3
Q4390891,11,5
Q4395003,7,4
Q439501,10,4
Q4402028,4,2
Q44057,48,4
Q4409125,14,4
Q4410434,11,3
Q4419293,11,3
Q4420043,7,3
Q4425936,10,4
Q4429457,10,3
Q443,52,1
Q4434710,7,0
Q443627,16,1
Q44440,110,5
Q4456887,4,3
Q4458741,5,1
Q44722008,43,0
Q447664,36,5
Q448231,18,3
Q448986,14,4
Q44925675,4,3
Q44925686,4,3
Q4496513,11,3
Q4496530,11,3
Q4496691,11,3
Q4497457,11,3
Q45,371,0
Q4500907,9,4
Q4505091,7,3
Q4505190,11,2
Q45068162,5,2
Q45068194,5,4
Q45068266,4,4
Q45068272,3,2
Q45068276,5,2
Q45190477,3,2
Q4519503,7,5
Q452470,16,4
Q45253126,5,4
Q45254018,4,3
Q4526278,7,4
Q4538440,16,1
Q45411089,5,3
Q45411126,3,3
Q45411239,5,4
Q45411245,4,3
Q45412600,5,3
Q45412684,3,4
Q4542478,7,5
Q4546127,6,1
Q4546769,4,3
Q4546878,6,4
Q45509383,0,1
Q4552246,6,4
Q45523811,3,2
Q4554120,9,2
Q455587,40,5
Q4563258,10,4
Q4563532,10,1
Q4564229,8,0
Q4566042,4,0
Q45670,61,0
Q456749,13,4
Q4568216,3,5
Q4568402,11,3
Q456960,49,4
Q4572749,9,4
Q4572766,8,4
Q457318,51,5
Q4582964,9,1
Q4585653,10,2
Q458882,15,1
Q45957,75,5
Q4596883,5,4
Q4597611,9,2
Q4600595,8,0
Q460735,42,5
Q460889,46,5
Q461,85,1
Q461371,51,5
Q461572,39,5
Q4616441,8,1
Q4617899,2,0
Q46210,52,4
Q4622578,4,0
Q46232,45,5
Q46242,55,5
Q4630399,88,0
Q4630508,8,1
Q463055,40,2
Q46313,47,5
Q4632033,6,4
Q463206,14,1
Q463303,45,1
Q463332,11,4
Q46340424,16,1
Q4635154,5,1
Q4635219,20,1
Q46362,98,0
Q463781,8,3
Q4642077,5,1
Q464482,35,4
Q4646427,7,1
Q464845,18,5
Q46492,27,3
Q4651928,7,4
Q465480,5,0
Q465534,46,5
Q465634,15,0
Q46603,18,0
Q466039,52,0
Q4671057,7,1
Q467132,51,3
Q4672514,11,2
Q4683220,5,1
Q4689611,5,1
Q4693773,13,3
Q4700437,6,3
Q4700472,12,2
Q4701799,7,4
Q4702609,8,1
Q4702611,7,1
Q4702857,9,1
Q4707648,20,3
Q471154,40,2
Q4712073,5,2
Q4712967,6,1
Q47160195,3,2
Q47163986,1,3
Q4722060,3,3
Q4727609,7,4
Q473021,13,4
Q4731980,5,0
Q4734345,5,1
Q4736136,5,4
Q473811,24,4
Q4738344,5,1
Q473851,14,5
Q4741189,8,3
Q4743679,4,2
Q4744357,4,2
Q4745650,4,4
Q474690,22,1
Q474823,14,1
Q47487882,14,0
Q4749640,3,3
Q47540172,3,4
Q47540569,4,4
Q475424,23,0
Q47546744,8,1
Q4756160,6,5
Q475678,50,1
Q4763696,5,1
Q476532,10,1
Q4770667,6,1
Q477089,45,5
Q4770978,2,0
Q4773140,8,0
Q477675,68,3
Q477940,38,0
Q477958,30,0
Q478013,9,2
Q4780980,7,1
Q478198,12,3
Q4782760,5,4
Q478282,16,1
Q478328,14,0
Q478455,27,4
Q478518,44,5
Q478526,34,0
Q4785597,9,5
Q478593,13,2
Q478607,20,2
Q478608,17,4
Q478616,10,5
Q478621,18,4
Q478636,20,0
Q4786546,13,4
Q478707,17,4
Q478720,35,2
Q4792268,6,5
Q4793193,6,2
Q4794243,2,1
Q479469,28,4
Q4800141,5,3
Q4808531,4,1
Q4808669,4,3
Q4813833,9,0
Q4813834,8,0
Q4813840,9,0
Q4817029,4,2
Q4817650,34,4
Q481968,13,0
Q482378,14,2
Q4828102,3,3
Q4828109,3,3
Q4832044,5,4
Q4835391,2,1
Q4836792,17,1
Q4837050,5,2
Q4837210,20,5
Q4837219,7,4
Q4837238,10,3
Q4838092,6,4
Q483852,57,0
Q483891,14,5
Q4839061,4,4
Q4840530,2,2
Q48435,108,5
Q48441,32,2
Q4846206,4,3
Q4846582,6,5
Q4846632,6,5
Q4851500,2,4
Q4851507,3,4
Q4851513,2,3
Q4852331,4,3
Q4855094,7,3
Q4856087,7,3
Q4856089,8,2
Q4856263,12,4
Q4858265,6,4
Q48592,27,4
Q4863718,6,4
Q4863744,5,4
Q4867346,7,4
Q4867359,7,5
Q486814,42,0
Q4868433,6,3
Q4869136,6,3
Q4870526,5,0
Q4870862,7,0
Q4871300,8,1
Q4871684,5,0
Q48726868,3,0
Q48729589,1,1
Q48732703,1,1
Q48733606,1,2
Q48733890,4,0
Q48756,46,0
Q48790,32,1
Q4880478,6,1
Q48807955,1,1
Q4883519,5,5
Q48851327,2,1
Q4885138,9,2
Q4886745,16,4
Q4886965,12,4
Q4887681,4,3
Q489097,45,1
Q48928346,1,1
Q48928448,3,3
Q48928506,1,1
Q48958,90,3
Q4897536,13,3
Q4897633,12,1
Q490,226,5
Q4901673,6,4
Q4901906,11,0
Q4902131,3,4
Q490244,8,4
Q4902448,6,3
Q49054837,3,1
Q49055113,2,3
Q49057,21,1
Q49088,96,5
Q4909197,8,4
Q49108,112,5
Q49110,70,5
Q49111,103,5
Q49121,26,3
Q49122,34,4
Q49123,24,4
Q49124,21,2
Q49126,42,4
Q49127,24,4
Q49129,12,2
Q49131,16,4
Q49132,19,5
Q49133,45,5
Q49135,29,5
Q49136,30,5
Q49137,18,5
Q49142,57,3
Q491477,9,2
Q491808,10,3
Q49199,55,5
Q49210,78,4
Q4922989,8,3
Q492442,38,3
Q4925022,6,2
Q4925213,5,3
Q492894,13,1
Q493117,37,5
Q493126,36,5
Q493133,39,5
Q4931498,8,5
Q493160,15,3
Q4939500,5,1
Q4940545,8,3
Q4940560,9,3
Q4940562,3,4
Q494438,13,4
Q4945105,6,3
Q4948040,6,5
Q495330,13,2
Q4955326,8,3
Q4959100,3,4
Q4959103,7,3
Q4966669,9,0
Q4968729,4,3
Q4970048,4,3
Q4971893,14,3
Q4972390,6,3
Q4979466,6,3
Q4979589,5,4
Q4979595,9,3
Q498251,20,2
Q4984155,6,3
Q4986886,11,3
Q4986926,13,3
Q49870,11,4
Q49872,15,4
Q499118,25,2
Q4992895,4,4
Q4994203,11,2
Q4998297,4,2
Q4999914,4,0
Q5002065,6,0
Q5002084,5,4
Q5003979,7,4
Q5003980,6,4
Q5003981,4,1
Q500533,13,1
Q500681,45,5
Q500961,8,2
Q5010012,2,3
Q501003,40,4
Q5016363,2,0
Q5016845,9,5
Q5017115,11,2
Q5017222,6,1
Q501847,8,3
Q5021821,2,4
Q5021822,3,3
Q5021823,3,3
Q5021825,3,3
Q5021827,2,3
Q5021828,2,3
Q5021829,3,4
Q5021830,3,3
Q5021831,3,4
Q502218,19,1
Q5024895,6,2
Q5028412,1,3
Q503246,45,4
Q503319,37,3
Q5033345,5,3
Q503477,31,3
Q50396434,44,1
Q504125,30,1
Q5043298,6,0
Q5043666,3,3
Q5046083,2,3
Q5047906,4,4
Q5052220,5,3
Q5052294,6,3
Q5054987,1,2
Q5055311,9,3
Q505639,8,1
Q5058674,6,3
Q505950,44,5
Q5060239,6,4
Q5061355,7,4
Q5061684,10,2
Q5061695,7,3
Q5061812,7,5
Q5061952,4,3
Q506250,38,0
Q5062632,4,1
Q5062803,9,3
Q5062811,4,4
Q5064864,5,3
Q5064868,6,3
Q506814,21,2
Q5069660,5,4
Q507052,6,3
Q5070969,1,2
Q5071226,8,0
Q5071227,5,4
Q50716,82,0
Q50719,36,5
Q50720,15,3
Q50721,17,4
Q50722,13,3
Q50724,10,3
Q507282,37,4
Q5073555,5,3
Q5075650,4,3
Q507939,23,2
Q508120,27,0
Q50820031,3,3
Q5086,140,5
Q5086152,5,5
Q5088366,5,3
Q5088577,4,5
Q5088579,7,5
Q509078,32,0
Q509104,14,3
Q5091316,8,5
Q5091323,3,4
Q5091325,3,5
Q5091338,4,4
Q5092280,6,3
Q5098164,8,3
Q509841,8,3
Q5098655,6,2
Q5098753,5,3
Q5098757,3,1
Q5099569,10,1
Q5099596,5,2
Q5100145,5,5
Q5100150,2,2
Q5100314,4,5
Q5100316,5,3
Q510109,25,2
Q5101784,1,3
Q510323,27,4
Q5103499,6,1
Q51084,22,2
Q5108823,2,2
Q510913,12,0
Q51099,14,3
Q51105,22,5
Q51108,24,5
Q511108,33,4
Q51112,42,5
Q511316,22,5
Q5113613,9,0
Q5115169,3,2
Q511560,12,4
Q5116461,4,5
Q5116926,5,3
Q5116969,1,1
Q5117076,5,4
Q5117093,6,2
Q5117460,4,2
Q511753,13,4
Q5118066,4,1
Q5118143,9,5
Q511829,15,2
Q5120894,6,3
Q5121186,7,5
Q5121321,5,3
Q5121780,5,3
Q5121871,5,4
Q5121900,11,4
Q5121998,4,5
Q512214,10,3
Q5122201,5,3
Q5122568,8,1
Q5124283,6,4
Q5124506,4,4
Q5124512,5,4
Q5124736,8,3
Q512562,42,1
Q512614,18,0
Q513211,24,3
Q513254,22,3
Q513382,9,5
Q5136270,4,2
Q513822,20,0
Q5140068,5,0
Q51411,23,3
Q5141858,3,5
Q514227,19,1
Q5142696,5,3
Q5142775,4,1
Q5142833,2,2
Q5142871,1,2
Q5142899,3,2
Q5142932,3,1
Q5142937,5,2
Q514441,14,5
Q514447,14,3
Q5145731,8,4
Q5145738,3,4
Q5145739,3,3
Q5145745,5,5
Q5145746,3,3
Q5151021,9,2
Q5151504,5,3
Q515413,14,3
Q5155302,5,5
Q5157727,2,3
Q51587,35,4
Q51591,26,3
Q5159619,6,4
Q5160642,6,2
Q5160676,5,1
Q516160,41,0
