site,ref_en,tier,ref_km,n,echoed,hit,error_gm,echo_pct,hit_pct
vienna_heldenplatz,Institute for Human Sciences,low,2.321,5,2,2,1.12,40.0,40.0
vienna_heldenplatz,Margaretengürtel station,mid,2.501,5,1,2,0.98,20.0,40.0
vienna_heldenplatz,Vienna University of Economics and Business,high,3.406,5,1,2,1.38,20.0,40.0
vienna_heldenplatz,Vienna Observatory,mid,3.593,5,2,3,0.94,40.0,60.0
vienna_naschmarkt,Neubaugasse station,high,0.809,4,1,1,1.07,25.0,25.0
vienna_naschmarkt,Fundamental Rights Agency,low,0.819,4,1,1,1.37,25.0,25.0
vienna_naschmarkt,Haas House,mid,1.207,4,2,0,1.81,50.0,0.0
vienna_naschmarkt,Haus Wittgenstein,mid,2.322,4,2,0,2.21,50.0,0.0
vienna_naschmarkt,Wiener Stadthalle,high,2.34,4,1,0,3.23,25.0,0.0
vienna_naschmarkt,Institute for Human Sciences,low,3.142,4,2,0,2.58,50.0,0.0
vienna_naschmarkt,Schönbrunn Zoo,high,4.894,4,0,0,2.77,0.0,0.0
vienna_naschmarkt,Schloss Hetzendorf,mid,5.487,4,0,0,6.02,0.0,0.0
vienna_university,Stadttempel,mid,0.655,8,2,5,1.03,25.0,62.5
vienna_university,Vienna State Opera,high,1.12,8,3,2,1.07,37.5,25.0
vienna_university,Constitutional Court (Austria),low,1.25,8,2,1,1.3,25.0,12.5
vienna_university,Vienna City Hall,high,1.858,8,3,3,1.1,37.5,37.5
vienna_university,"Piarist Church, Vienna",mid,2.465,8,2,1,1.75,25.0,12.5
vienna_university,Institute for Human Sciences,low,2.476,8,3,1,1.76,37.5,12.5
vienna_university,Meidling Hauptstraße station,high,4.875,8,6,0,5.55,75.0,0.0
vienna_university,Franz Horr Stadium,mid,5.138,8,2,0,2.64,25.0,0.0
